model;year;price;transmission;mileage;fuelType;tax;mpg;engineSize;brand
 2 Series;2016;15995;Automatic;67000;Petrol;160;46.3;2.0;bmw
 4 Series;2019;26922;Semi-Auto;4068;Diesel;150;65.7;2.0;bmw
 1 Series;2016;10999;Manual;24380;Petrol;125;53.3;1.5;bmw
 1 Series;2017;11400;Manual;26265;Diesel;0;83.1;1.5;bmw
 X4;2017;22670;Automatic;41543;Diesel;150;54.3;2.0;bmw
 X5;2017;35995;Automatic;39060;Diesel;145;42.8;3.0;bmw
 5 Series;2019;28749;Automatic;6890;Diesel;145;62.8;2.0;bmw
 2 Series;2018;17990;Semi-Auto;10600;Petrol;150;38.2;2.0;bmw
 X3;2018;29357;Semi-Auto;12726;Diesel;150;54.3;2.0;bmw
 X3;2015;17994;Semi-Auto;43626;Diesel;150;54.3;2.0;bmw
 3 Series;2019;25480;Semi-Auto;9309;Diesel;145;57.7;2.0;bmw
 X1;2017;16400;Automatic;64842;Diesel;145;57.6;2.0;bmw
 1 Series;2017;11339;Manual;41925;Diesel;0;78.5;1.5;bmw
 1 Series;2019;15199;Manual;10844;Petrol;145;53.3;1.5;bmw
 6 Series;2008;9495;Semi-Auto;67000;Diesel;265;40.9;3.0;bmw
 3 Series;2016;15000;Manual;27663;Diesel;30;64.2;2.0;bmw
 4 Series;2019;33975;Semi-Auto;11;Diesel;145;51.4;3.0;bmw
 3 Series;2019;23980;Semi-Auto;1489;Petrol;145;47.9;2.0;bmw
 X1;2019;26480;Semi-Auto;2372;Petrol;150;48.7;2.0;bmw
 X3;2019;36750;Automatic;9002;Diesel;145;54.3;2.0;bmw
 1 Series;2017;21995;Semi-Auto;15948;Petrol;200;39.8;3.0;bmw
 2 Series;2019;22980;Automatic;2869;Diesel;145;49.6;2.0;bmw
 4 Series;2019;29626;Automatic;1938;Petrol;145;41.5;3.0;bmw
 X2;2018;21995;Semi-Auto;13056;Diesel;145;61.4;2.0;bmw
 3 Series;2019;23775;Semi-Auto;2359;Petrol;145;47.9;2.0;bmw
 X4;2016;21900;Automatic;20737;Diesel;145;54.3;2.0;bmw
 3 Series;2015;11990;Semi-Auto;47742;Diesel;30;67.3;2.0;bmw
 4 Series;2018;27000;Semi-Auto;14519;Diesel;145;50.4;3.0;bmw
 X4;2019;37990;Automatic;8526;Diesel;145;40.9;3.0;bmw
 1 Series;2017;11800;Manual;38356;Diesel;145;83.1;1.5;bmw
 3 Series;2016;11299;Manual;54788;Diesel;20;68.9;2.0;bmw
 5 Series;2017;18700;Automatic;28893;Diesel;150;68.9;2.0;bmw
 X5;2017;36898;Automatic;28193;Petrol;150;29.1;4.4;bmw
 X1;2013;8298;Manual;69020;Diesel;125;57.6;2.0;bmw
 2 Series;2017;16498;Semi-Auto;27811;Diesel;145;64.2;2.0;bmw
 1 Series;2014;11200;Manual;45400;Diesel;30;64.2;2.0;bmw
 3 Series;2016;16995;Semi-Auto;20756;Diesel;30;64.2;2.0;bmw
 1 Series;2013;13999;Automatic;48828;Petrol;235;37.7;3.0;bmw
 X4;2016;24000;Automatic;25465;Diesel;200;47.9;3.0;bmw
 5 Series;2020;41995;Semi-Auto;100;Diesel;145;60.1;2.0;bmw
 X1;2012;5994;Manual;130000;Diesel;165;51.4;2.0;bmw
 M4;2019;44988;Automatic;5000;Petrol;145;34.0;3.0;bmw
 X5;2019;49995;Semi-Auto;1972;Diesel;145;37.7;3.0;bmw
 5 Series;2019;27802;Semi-Auto;6891;Diesel;145;65.7;2.0;bmw
 2 Series;2017;14200;Manual;7329;Petrol;125;52.3;1.5;bmw
 8 Series;2019;73900;Automatic;953;Petrol;145;26.9;4.4;bmw
 3 Series;2018;21450;Semi-Auto;16244;Petrol;150;48.7;2.0;bmw
 X1;2017;21998;Semi-Auto;5020;Diesel;145;60.1;2.0;bmw
 2 Series;2018;20000;Automatic;20915;Diesel;145;49.6;2.0;bmw
 1 Series;2014;12800;Manual;10503;Petrol;145;50.4;1.6;bmw
 3 Series;2015;13950;Automatic;71501;Diesel;145;56.5;3.0;bmw
 2 Series;2018;17498;Semi-Auto;22480;Petrol;145;50.4;1.5;bmw
 X1;2013;10899;Automatic;42073;Diesel;160;52.3;2.0;bmw
 X5;2014;20490;Automatic;38000;Diesel;200;45.6;3.0;bmw
 X1;2013;9995;Manual;44013;Diesel;160;51.4;2.0;bmw
 5 Series;2019;26498;Semi-Auto;16466;Diesel;145;60.1;2.0;bmw
 3 Series;2014;16495;Semi-Auto;27092;Diesel;125;58.9;2.0;bmw
 X3;2015;11793;Automatic;113000;Diesel;145;54.3;2.0;bmw
 X3;2013;13991;Semi-Auto;72752;Diesel;165;50.4;2.0;bmw
 5 Series;2019;27780;Semi-Auto;12182;Diesel;145;65.7;2.0;bmw
 3 Series;2018;22999;Automatic;8721;Petrol;145;43.5;2.0;bmw
 5 Series;2016;12639;Automatic;72924;Diesel;20;68.9;2.0;bmw
 1 Series;2014;14799;Manual;31914;Petrol;300;35.3;3.0;bmw
 2 Series;2016;13200;Automatic;28918;Petrol;125;53.3;1.5;bmw
 3 Series;2019;17480;Semi-Auto;20410;Petrol;150;48.7;2.0;bmw
 3 Series;2015;9299;Manual;98819;Diesel;20;72.4;2.0;bmw
 5 Series;2017;19099;Automatic;37401;Diesel;145;68.9;2.0;bmw
 3 Series;2020;35158;Semi-Auto;101;Diesel;145;48.7;2.0;bmw
 2 Series;2017;13970;Manual;27034;Petrol;150;48.7;1.5;bmw
 3 Series;2019;31380;Automatic;7307;Diesel;145;49.6;2.0;bmw
 3 Series;2016;14950;Semi-Auto;51741;Diesel;30;62.8;2.0;bmw
 1 Series;2016;13900;Manual;8411;Diesel;30;65.7;2.0;bmw
 3 Series;2014;12080;Automatic;76587;Diesel;125;57.6;3.0;bmw
 X1;2019;27995;Automatic;999;Petrol;145;35.3;2.0;bmw
 3 Series;2016;17980;Semi-Auto;33475;Diesel;30;64.2;2.0;bmw
 4 Series;2015;16990;Semi-Auto;45000;Petrol;160;44.1;2.0;bmw
 1 Series;2012;7899;Manual;85827;Diesel;30;62.8;2.0;bmw
 X1;2016;18498;Semi-Auto;25994;Diesel;145;55.4;2.0;bmw
 2 Series;2014;10360;Automatic;45868;Petrol;145;47.1;2.0;bmw
 2 Series;2016;12695;Manual;42000;Petrol;125;53.3;1.5;bmw
 X5;2019;54995;Semi-Auto;102;Diesel;150;37.7;3.0;bmw
 3 Series;2014;13695;Manual;51000;Diesel;125;57.6;2.0;bmw
 4 Series;2015;19995;Automatic;36710;Petrol;265;37.2;3.0;bmw
 X1;2016;18998;Semi-Auto;24347;Diesel;150;55.4;2.0;bmw
 M4;2019;49010;Automatic;837;Petrol;145;34.0;3.0;bmw
 1 Series;2017;15500;Manual;53248;Diesel;145;65.7;2.0;bmw
 Z4;2004;8750;Manual;39000;Petrol;330;31.0;3.0;bmw
 3 Series;2014;11990;Automatic;91000;Diesel;145;55.4;2.0;bmw
 X3;2019;33972;Semi-Auto;4809;Diesel;145;54.3;2.0;bmw
 3 Series;2017;27490;Semi-Auto;25632;Diesel;145;49.6;3.0;bmw
 3 Series;2012;8499;Manual;41000;Petrol;200;42.8;2.0;bmw
 X1;2017;15998;Manual;26055;Diesel;20;68.9;2.0;bmw
 1 Series;2017;14502;Semi-Auto;33242;Diesel;20;70.6;2.0;bmw
 3 Series;2019;33950;Automatic;9903;Diesel;145;47.9;3.0;bmw
 1 Series;2015;13491;Semi-Auto;38436;Diesel;125;60.1;2.0;bmw
 1 Series;2016;16200;Semi-Auto;13369;Diesel;20;68.9;1.5;bmw
 3 Series;2019;26991;Semi-Auto;8310;Diesel;150;52.3;2.0;bmw
 4 Series;2015;14990;Automatic;41000;Diesel;30;65.7;2.0;bmw
 X4;2019;33998;Semi-Auto;7272;Diesel;150;42.8;2.0;bmw
 2 Series;2017;16698;Automatic;27201;Diesel;145;64.2;2.0;bmw
 X1;2016;13490;Manual;78256;Diesel;20;68.9;2.0;bmw
 3 Series;2014;12795;Semi-Auto;63592;Diesel;125;60.1;2.0;bmw
 1 Series;2019;23875;Semi-Auto;5693;Petrol;150;40.4;1.5;bmw
 2 Series;2020;23990;Semi-Auto;9;Petrol;145;47.9;2.0;bmw
 3 Series;2015;12950;Manual;52338;Diesel;30;64.2;2.0;bmw
 3 Series;2007;7995;Automatic;59000;Petrol;185;42.2;2.0;bmw
 2 Series;2019;22999;Semi-Auto;5713;Petrol;145;50.4;1.5;bmw
 X1;2019;31995;Automatic;9500;Diesel;145;52.3;2.0;bmw
 5 Series;2019;39995;Semi-Auto;4242;Diesel;145;51.4;3.0;bmw
 3 Series;2017;15127;Semi-Auto;26630;Petrol;125;51.4;2.0;bmw
 1 Series;2017;14500;Manual;25510;Diesel;30;62.8;2.0;bmw
 M4;2016;76990;Automatic;4550;Petrol;300;33.2;3.0;bmw
 1 Series;2018;19499;Automatic;8316;Diesel;145;44.1;2.0;bmw
 X4;2020;43000;Semi-Auto;857;Diesel;145;40.9;3.0;bmw
 2 Series;2016;19700;Automatic;26193;Petrol;260;37.2;3.0;bmw
 2 Series;2020;29995;Semi-Auto;1501;Diesel;145;49.6;2.0;bmw
 1 Series;2017;13998;Manual;33094;Diesel;20;72.4;1.5;bmw
 3 Series;2016;12950;Manual;33301;Petrol;145;49.6;1.5;bmw
 1 Series;2016;12599;Manual;29752;Diesel;20;70.6;1.5;bmw
 3 Series;2017;12998;Semi-Auto;62576;Diesel;20;70.6;2.0;bmw
 3 Series;2019;22482;Semi-Auto;10571;Diesel;145;62.8;2.0;bmw
 X1;2017;15500;Automatic;35451;Diesel;145;65.7;2.0;bmw
 X3;2018;34990;Semi-Auto;16202;Petrol;145;34.5;3.0;bmw
 3 Series;2018;24888;Semi-Auto;7298;Diesel;145;51.4;3.0;bmw
 1 Series;2016;19498;Semi-Auto;33043;Petrol;200;39.8;3.0;bmw
 1 Series;2019;26390;Semi-Auto;3667;Petrol;145;40.4;1.5;bmw
 4 Series;2016;17495;Automatic;20685;Diesel;30;65.7;2.0;bmw
 5 Series;2016;14000;Automatic;39235;Diesel;30;62.8;2.0;bmw
 5 Series;2017;25980;Semi-Auto;15856;Petrol;200;39.2;3.0;bmw
 1 Series;2015;11995;Manual;30241;Diesel;20;72.4;1.5;bmw
 7 Series;2017;38950;Semi-Auto;7500;Petrol;150;35.3;4.4;bmw
 4 Series;2019;30000;Automatic;4500;Diesel;145;60.1;2.0;bmw
 1 Series;2016;9100;Manual;53177;Diesel;0;78.5;1.5;bmw
 4 Series;2017;23290;Semi-Auto;28893;Diesel;145;50.4;3.0;bmw
 3 Series;2020;32995;Semi-Auto;1501;Diesel;145;50.4;2.0;bmw
 4 Series;2020;35995;Semi-Auto;1000;Diesel;145;58.9;2.0;bmw
 3 Series;2016;13800;Manual;15539;Diesel;30;67.3;2.0;bmw
 1 Series;2017;11990;Manual;12000;Diesel;145;72.4;1.5;bmw
 3 Series;2020;31990;Semi-Auto;3450;Petrol;150;40.4;2.0;bmw
 2 Series;2019;23775;Manual;34;Diesel;145;60.1;2.0;bmw
 3 Series;2019;29754;Semi-Auto;8853;Diesel;145;52.3;2.0;bmw
 3 Series;2016;15099;Automatic;33158;Diesel;30;67.3;2.0;bmw
 1 Series;2017;13980;Manual;38120;Diesel;30;65.7;2.0;bmw
 3 Series;2020;37250;Automatic;101;Diesel;145;47.9;3.0;bmw
 5 Series;2016;13254;Automatic;68816;Diesel;30;62.8;2.0;bmw
 3 Series;2013;9490;Automatic;46000;Petrol;145;47.9;1.6;bmw
 2 Series;2020;32995;Semi-Auto;10;Petrol;145;36.2;2.0;bmw
 5 Series;2017;22998;Semi-Auto;20033;Diesel;150;65.7;2.0;bmw
 M4;2019;48000;Semi-Auto;2258;Petrol;145;34.0;3.0;bmw
 i8;2017;48898;Automatic;36127;Hybrid;0;134.5;1.5;bmw
 1 Series;2014;14112;Semi-Auto;64995;Petrol;235;37.7;3.0;bmw
 3 Series;2015;16995;Automatic;35973;Diesel;160;51.4;3.0;bmw
 2 Series;2018;14998;Manual;2683;Petrol;145;44.1;1.5;bmw
 4 Series;2016;15440;Manual;24083;Petrol;160;46.3;2.0;bmw
 3 Series;2017;12600;Automatic;66743;Diesel;30;67.3;2.0;bmw
 1 Series;2018;23052;Semi-Auto;19959;Petrol;145;39.8;3.0;bmw
 X1;2017;19998;Semi-Auto;17922;Diesel;145;55.4;2.0;bmw
 5 Series;2017;21998;Semi-Auto;25260;Diesel;145;60.1;2.0;bmw
 2 Series;2017;14951;Manual;22887;Petrol;145;55.4;1.5;bmw
 X1;2019;22450;Manual;5455;Petrol;150;39.8;1.5;bmw
 3 Series;2017;18980;Semi-Auto;26284;Diesel;145;62.8;2.0;bmw
 1 Series;2019;30200;Automatic;7312;Petrol;145;34.5;2.0;bmw
 7 Series;2017;25599;Automatic;25014;Diesel;145;57.6;3.0;bmw
 2 Series;2019;19980;Manual;102;Petrol;145;52.3;1.5;bmw
 X5;2016;28172;Automatic;69798;Diesel;200;47.1;3.0;bmw
 2 Series;2018;19600;Manual;15621;Diesel;145;60.1;2.0;bmw
 3 Series;2019;27990;Semi-Auto;12500;Diesel;145;48.7;2.0;bmw
 X1;2013;7998;Manual;64698;Diesel;160;51.4;2.0;bmw
 3 Series;2016;17498;Semi-Auto;27146;Diesel;150;56.5;3.0;bmw
 3 Series;2016;16899;Automatic;72974;Diesel;160;51.4;3.0;bmw
 3 Series;2019;37340;Automatic;123;Diesel;145;47.9;3.0;bmw
 1 Series;2019;25490;Semi-Auto;5379;Petrol;145;39.8;3.0;bmw
 2 Series;2017;14270;Manual;10874;Petrol;125;50.4;1.5;bmw
 4 Series;2017;19999;Automatic;26162;Diesel;145;58.9;2.0;bmw
 8 Series;2020;61995;Semi-Auto;101;Diesel;145;40.4;3.0;bmw
 1 Series;2012;5995;Manual;98000;Diesel;125;58.9;2.0;bmw
 X5;2016;28781;Automatic;35370;Diesel;205;47.1;3.0;bmw
 3 Series;2016;16995;Semi-Auto;22594;Diesel;30;64.2;2.0;bmw
 3 Series;2008;4250;Automatic;141000;Petrol;235;39.8;3.0;bmw
 X4;2019;33898;Semi-Auto;10792;Diesel;150;42.8;2.0;bmw
 X5;2019;45880;Semi-Auto;9000;Diesel;145;37.7;3.0;bmw
 1 Series;2019;16888;Automatic;8503;Diesel;145;72.4;1.5;bmw
 X6;2020;59989;Semi-Auto;3000;Diesel;145;34.9;3.0;bmw
 5 Series;2016;18250;Automatic;17000;Diesel;125;60.1;2.0;bmw
 1 Series;2019;22980;Semi-Auto;5166;Petrol;150;40.4;1.5;bmw
 1 Series;2019;18000;Manual;4696;Petrol;145;53.3;1.5;bmw
 3 Series;2015;13960;Automatic;33330;Diesel;125;60.1;2.0;bmw
 2 Series;2019;21995;Semi-Auto;6100;Diesel;145;62.8;2.0;bmw
 X5;2017;37500;Automatic;11261;Diesel;145;42.8;3.0;bmw
 3 Series;2010;9990;Automatic;55000;Diesel;235;44.1;3.0;bmw
 2 Series;2018;17498;Semi-Auto;5346;Petrol;145;39.8;1.5;bmw
 5 Series;2020;27990;Semi-Auto;9;Hybrid;150;49.6;2.0;bmw
 X5;2019;53150;Automatic;123;Diesel;145;37.7;3.0;bmw
 2 Series;2017;15995;Semi-Auto;26652;Diesel;20;68.9;2.0;bmw
 2 Series;2019;21950;Manual;2639;Diesel;145;64.2;2.0;bmw
 X3;2020;37495;Automatic;4500;Diesel;145;54.3;2.0;bmw
 3 Series;2010;8300;Manual;67000;Diesel;125;60.1;2.0;bmw
 7 Series;2008;6480;Automatic;70500;Diesel;325;35.3;3.0;bmw
 X1;2013;8790;Automatic;78661;Diesel;165;52.3;2.0;bmw
 3 Series;2019;34450;Semi-Auto;3500;Diesel;145;45.6;3.0;bmw
 3 Series;2012;9999;Manual;36529;Diesel;30;61.4;2.0;bmw
 3 Series;2017;15460;Semi-Auto;24628;Petrol;145;47.9;2.0;bmw
 1 Series;2016;10999;Manual;21964;Diesel;0;78.5;1.5;bmw
 1 Series;2019;22895;Manual;5000;Petrol;145;41.5;1.5;bmw
 M4;2015;27590;Manual;27489;Petrol;325;31.0;3.0;bmw
 3 Series;2019;27900;Manual;123;Diesel;145;61.4;2.0;bmw
 Z4;2008;14000;Manual;63000;Petrol;325;31.7;3.0;bmw
 1 Series;2016;14480;Semi-Auto;37529;Diesel;20;68.9;1.5;bmw
 X2;2018;23900;Semi-Auto;12887;Diesel;145;61.4;2.0;bmw
 5 Series;2017;23999;Automatic;28628;Diesel;145;65.7;2.0;bmw
 2 Series;2019;22440;Manual;10;Petrol;145;52.3;1.5;bmw
 3 Series;2019;29530;Semi-Auto;2203;Petrol;145;42.2;2.0;bmw
 4 Series;2019;34590;Automatic;999;Petrol;145;45.6;2.0;bmw
 1 Series;2016;11726;Manual;34240;Diesel;20;68.9;2.0;bmw
 X3;2013;16995;Semi-Auto;50567;Diesel;165;50.4;2.0;bmw
 4 Series;2016;21104;Semi-Auto;36741;Petrol;200;41.5;3.0;bmw
 3 Series;2014;14522;Semi-Auto;67000;Diesel;125;58.9;2.0;bmw
 2 Series;2016;14999;Manual;21985;Petrol;160;44.1;2.0;bmw
 5 Series;2019;26350;Semi-Auto;6260;Diesel;145;65.7;2.0;bmw
 X2;2020;23990;Semi-Auto;1576;Petrol;150;38.7;2.0;bmw
 3 Series;2016;17391;Semi-Auto;54584;Diesel;160;51.4;3.0;bmw
 X2;2019;27000;Semi-Auto;4724;Diesel;145;58.9;2.0;bmw
 5 Series;2019;27995;Semi-Auto;15808;Petrol;145;48.7;2.0;bmw
 4 Series;2019;24700;Semi-Auto;5196;Diesel;145;65.7;2.0;bmw
 1 Series;2019;16440;Manual;13461;Diesel;145;72.4;1.5;bmw
 2 Series;2018;24461;Semi-Auto;5190;Petrol;150;32.5;3.0;bmw
 X4;2019;42550;Semi-Auto;8515;Petrol;145;26.9;3.0;bmw
 3 Series;2014;11400;Automatic;38055;Diesel;30;62.8;2.0;bmw
 3 Series;2016;14995;Manual;43400;Diesel;125;58.9;2.0;bmw
 X1;2019;30850;Semi-Auto;7778;Diesel;145;50.4;2.0;bmw
 5 Series;2016;16000;Automatic;33527;Diesel;30;62.8;2.0;bmw
 5 Series;2019;38050;Semi-Auto;2269;Diesel;145;51.4;3.0;bmw
 X4;2020;45990;Semi-Auto;7724;Diesel;145;37.2;3.0;bmw
 1 Series;2013;10372;Manual;33940;Diesel;30;64.2;2.0;bmw
 1 Series;2015;8490;Manual;46000;Petrol;125;53.3;1.5;bmw
 X1;2019;28995;Automatic;4237;Diesel;145;36.7;2.0;bmw
 X3;2017;20600;Automatic;36818;Diesel;145;54.3;2.0;bmw
 X5;2016;24500;Automatic;57605;Other;0;85.6;2.0;bmw
 X1;2017;20000;Semi-Auto;24150;Diesel;145;57.6;2.0;bmw
 6 Series;2013;16199;Automatic;62068;Diesel;160;49.6;3.0;bmw
 1 Series;2017;12415;Manual;17724;Diesel;145;83.1;1.5;bmw
 2 Series;2018;20000;Automatic;18673;Diesel;145;47.1;2.0;bmw
 3 Series;2019;33840;Automatic;123;Petrol;145;42.2;2.0;bmw
 3 Series;2013;7550;Manual;78650;Petrol;125;53.3;1.6;bmw
 X7;2019;69940;Automatic;2689;Diesel;145;33.6;3.0;bmw
 4 Series;2018;24800;Semi-Auto;29435;Diesel;145;49.6;3.0;bmw
 3 Series;2019;30761;Semi-Auto;3465;Diesel;150;52.3;2.0;bmw
 3 Series;2019;30543;Semi-Auto;6294;Diesel;145;52.3;2.0;bmw
 X1;2019;28780;Manual;1000;Diesel;145;48.7;2.0;bmw
 1 Series;2014;8092;Manual;66995;Diesel;30;65.7;2.0;bmw
 3 Series;2015;15541;Semi-Auto;79978;Diesel;160;51.4;3.0;bmw
 3 Series;2019;27975;Semi-Auto;8856;Diesel;150;52.3;2.0;bmw
 3 Series;2017;13995;Manual;25345;Petrol;150;48.7;2.0;bmw
 2 Series;2018;20990;Semi-Auto;13268;Petrol;145;47.9;2.0;bmw
 X1;2018;19798;Semi-Auto;5666;Petrol;150;46.3;1.5;bmw
 5 Series;2010;6500;Automatic;129000;Diesel;205;46.3;3.0;bmw
 1 Series;2016;15000;Automatic;16426;Diesel;30;62.8;2.0;bmw
 X3;2011;9995;Automatic;76000;Diesel;165;50.4;2.0;bmw
 X4;2017;23000;Semi-Auto;18441;Diesel;145;54.3;2.0;bmw
 3 Series;2019;21985;Semi-Auto;6659;Diesel;150;55.4;2.0;bmw
 2 Series;2019;25000;Semi-Auto;1061;Diesel;145;48.7;2.0;bmw
 X3;2017;17380;Semi-Auto;64648;Diesel;145;54.3;2.0;bmw
 3 Series;2017;17600;Manual;9601;Diesel;145;64.2;2.0;bmw
 3 Series;2017;14495;Automatic;23123;Petrol;145;54.3;1.5;bmw
 3 Series;2017;17000;Automatic;23243;Petrol;165;44.8;2.0;bmw
 3 Series;2017;18741;Semi-Auto;27012;Diesel;30;64.2;2.0;bmw
 1 Series;2019;18950;Semi-Auto;15028;Petrol;145;36.7;1.5;bmw
 X1;2017;15999;Automatic;60703;Diesel;145;65.7;2.0;bmw
 X1;2020;31825;Semi-Auto;99;Diesel;145;47.9;2.0;bmw
 3 Series;2015;14999;Automatic;78680;Diesel;160;52.3;3.0;bmw
 3 Series;2019;25995;Automatic;4258;Diesel;145;52.3;2.0;bmw
 5 Series;2014;11200;Automatic;67068;Diesel;125;57.6;2.0;bmw
 3 Series;2013;11632;Manual;27371;Petrol;160;44.8;2.0;bmw
 4 Series;2019;28532;Semi-Auto;3030;Diesel;145;58.9;2.0;bmw
 X4;2019;37995;Semi-Auto;5809;Diesel;145;42.8;2.0;bmw
 X2;2020;23990;Manual;15;Diesel;150;55.4;2.0;bmw
 2 Series;2016;14480;Semi-Auto;19821;Diesel;30;64.2;2.0;bmw
 3 Series;2018;17240;Automatic;40739;Diesel;145;64.2;2.0;bmw
 5 Series;2013;11000;Automatic;86000;Diesel;160;51.4;2.0;bmw
 2 Series;2020;23950;Semi-Auto;11;Petrol;145;50.4;1.5;bmw
 3 Series;2016;18998;Semi-Auto;28762;Diesel;160;51.4;3.0;bmw
 3 Series;2019;27298;Semi-Auto;8319;Diesel;145;48.7;2.0;bmw
 3 Series;2018;21875;Semi-Auto;15769;Petrol;145;48.7;2.0;bmw
 2 Series;2019;21980;Semi-Auto;4170;Petrol;145;50.4;2.0;bmw
 2 Series;2017;14340;Semi-Auto;20185;Petrol;150;50.4;1.5;bmw
 X1;2019;26000;Semi-Auto;3085;Petrol;145;40.9;1.5;bmw
 3 Series;2016;18998;Semi-Auto;19125;Diesel;150;53.3;3.0;bmw
 X3;2019;32450;Semi-Auto;4125;Diesel;145;54.3;2.0;bmw
 3 Series;2020;33990;Semi-Auto;5665;Petrol;145;40.4;2.0;bmw
 3 Series;2020;29990;Semi-Auto;9;Diesel;145;50.4;2.0;bmw
 X3;2019;41450;Semi-Auto;5651;Diesel;145;36.7;3.0;bmw
 X1;2016;13500;Manual;75220;Diesel;125;58.9;2.0;bmw
 4 Series;2017;17500;Manual;39256;Diesel;145;62.8;2.0;bmw
 2 Series;2015;15500;Semi-Auto;25180;Diesel;20;68.9;2.0;bmw
 1 Series;2015;10388;Manual;28640;Diesel;0;83.1;1.5;bmw
 3 Series;2015;17190;Semi-Auto;51050;Diesel;200;49.6;3.0;bmw
 5 Series;2020;32850;Semi-Auto;9;Hybrid;145;47.9;2.0;bmw
 3 Series;2016;14920;Automatic;59695;Diesel;145;56.5;3.0;bmw
 3 Series;2013;7991;Manual;75000;Diesel;20;68.9;2.0;bmw
 3 Series;2016;13980;Semi-Auto;40146;Petrol;145;47.9;2.0;bmw
 1 Series;2017;13659;Manual;30641;Diesel;20;70.6;1.5;bmw
 X1;2014;9500;Manual;54630;Diesel;160;51.4;2.0;bmw
 5 Series;2017;16490;Automatic;54678;Diesel;125;60.1;2.0;bmw
 2 Series;2020;28995;Semi-Auto;1501;Diesel;145;49.6;2.0;bmw
 5 Series;2015;10699;Automatic;93056;Diesel;20;68.9;2.0;bmw
 3 Series;2020;41555;Semi-Auto;9;Petrol;145;33.6;3.0;bmw
 X1;2017;16780;Manual;33941;Diesel;125;58.9;2.0;bmw
 X1;2012;7985;Automatic;82570;Diesel;150;56.5;2.0;bmw
 5 Series;2018;26220;Semi-Auto;19504;Diesel;145;46.3;2.0;bmw
 Z4;2019;29941;Semi-Auto;5465;Petrol;145;38.7;2.0;bmw
 1 Series;2014;11000;Automatic;71700;Diesel;125;60.1;2.0;bmw
 4 Series;2019;27950;Automatic;75;Petrol;145;45.6;2.0;bmw
 5 Series;2017;19917;Automatic;31996;Diesel;145;65.7;2.0;bmw
 X6;2018;37900;Semi-Auto;11500;Diesel;150;40.9;3.0;bmw
 X5;2019;53910;Automatic;123;Diesel;145;37.7;3.0;bmw
 1 Series;2019;28994;Semi-Auto;2973;Diesel;145;48.7;2.0;bmw
 1 Series;2015;17500;Manual;42000;Petrol;305;35.3;3.0;bmw
 4 Series;2019;30995;Automatic;1500;Petrol;145;41.5;3.0;bmw
 3 Series;2010;7995;Automatic;41500;Petrol;200;41.5;2.0;bmw
 X3;2016;22950;Automatic;9000;Diesel;145;54.3;2.0;bmw
 1 Series;2020;27495;Semi-Auto;6000;Diesel;145;48.7;2.0;bmw
 M2;2020;46000;Semi-Auto;1501;Petrol;145;29.1;3.0;bmw
 2 Series;2019;20746;Automatic;5063;Diesel;145;67.3;2.0;bmw
 2 Series;2019;27980;Semi-Auto;4859;Diesel;145;64.2;2.0;bmw
 4 Series;2018;22440;Semi-Auto;13673;Petrol;145;48.7;2.0;bmw
 X1;2017;14930;Manual;77484;Diesel;20;68.9;2.0;bmw
 X5;2020;52990;Semi-Auto;5899;Diesel;145;37.7;3.0;bmw
 1 Series;2016;10700;Manual;27382;Diesel;0;83.1;1.5;bmw
 2 Series;2015;11999;Automatic;41704;Diesel;30;61.4;2.0;bmw
 1 Series;2013;9765;Automatic;52799;Diesel;30;64.2;2.0;bmw
 3 Series;2016;13798;Semi-Auto;46673;Diesel;0;74.3;2.0;bmw
 X4;2016;19999;Manual;23553;Diesel;160;52.3;2.0;bmw
 X3;2013;15000;Semi-Auto;54150;Diesel;165;50.4;2.0;bmw
 1 Series;2017;14500;Manual;13681;Diesel;150;65.7;2.0;bmw
 5 Series;2019;28995;Automatic;13;Petrol;145;50.4;2.0;bmw
 X1;2016;17500;Manual;26122;Diesel;20;68.9;2.0;bmw
 3 Series;2015;10145;Manual;55851;Diesel;20;68.9;2.0;bmw
 3 Series;2019;24998;Semi-Auto;11904;Diesel;145;60.1;2.0;bmw
 4 Series;2017;16750;Manual;24882;Petrol;145;46.3;2.0;bmw
 X3;2017;25999;Semi-Auto;22749;Diesel;150;54.3;2.0;bmw
 4 Series;2015;15480;Automatic;50145;Petrol;200;43.5;2.0;bmw
 5 Series;2019;33900;Semi-Auto;3000;Diesel;145;56.5;3.0;bmw
 3 Series;2016;16999;Automatic;23157;Hybrid;0;134.5;2.0;bmw
 1 Series;2019;22950;Manual;2181;Diesel;145;72.4;1.5;bmw
 3 Series;2013;9940;Manual;83000;Diesel;30;61.4;2.0;bmw
 2 Series;2017;15699;Automatic;45061;Hybrid;135;141.2;1.5;bmw
 3 Series;2017;16000;Manual;34098;Diesel;145;64.2;2.0;bmw
 3 Series;2019;28295;Manual;2179;Diesel;150;54.3;2.0;bmw
 1 Series;2015;13600;Automatic;38046;Diesel;20;67.3;2.0;bmw
 2 Series;2016;13995;Semi-Auto;42569;Diesel;20;68.9;1.5;bmw
 X1;2016;15800;Automatic;22177;Diesel;125;60.1;2.0;bmw
 2 Series;2019;22950;Semi-Auto;11;Diesel;145;64.2;2.0;bmw
 5 Series;2013;11299;Automatic;73876;Diesel;145;55.4;3.0;bmw
